"";"Data";"MunicipioChave";"Tipo";"Confirmados";"Mortes";"UltimaData";"PopulacaoEstimadaEm2019";"ConfirmadosACada100K";"PorcentagemMorte";"InformadoMunicipio";"_TipoFato";"Cluster"
"1242";2020-04-20;"4215802-SC";"city";1;0;"True";"84507";"1.18333";0;"S";"ATUAL";2
"1243";2020-04-20;"4216107-SC";"city";5;0;"True";"9445";"52.93806";0;"S";"ATUAL";2
"1244";2020-04-20;"4216206-SC";"city";2;0;"True";"52721";"3.79355";0;"S";"ATUAL";2
"1245";2020-04-20;"4216602-SC";"city";43;1;"True";"246586";"17.43814";0,0233;"S";"ATUAL";3
"1246";2020-04-20;"4216909-SC";"city";2;0;"True";"24076";"8.30703";0;"S";"ATUAL";2
"1247";2020-04-20;"4217006-SC";"city";6;1;"True";"13410";"44.74273";0,1667;"S";"ATUAL";2
"1248";2020-04-20;"4217253-SC";"city";1;0;"True";"5823";"17.17328";0;"S";"ATUAL";2
"1249";2020-04-20;"4217402-SC";"city";1;0;"True";"21365";"4.68055";0;"S";"ATUAL";2
"1250";2020-04-20;"4217600-SC";"city";7;0;"True";"14007";"49.97501";0;"S";"ATUAL";2
"1251";2020-04-20;"4217709-SC";"city";10;1;"True";"30374";"32.92289";0,1;"S";"ATUAL";2
"1252";2020-04-20;"4217907-SC";"city";2;1;"True";"8676";"23.0521";0,5;"S";"ATUAL";2
"1253";2020-04-20;"4218004-SC";"city";4;0;"True";"38407";"10.41477";0;"S";"ATUAL";2
"1254";2020-04-20;"4218103-SC";"city";1;0;"True";"5348";"18.69858";0;"S";"ATUAL";2
"1255";2020-04-20;"4218202-SC";"city";4;0;"True";"44238";"9.042";0;"S";"ATUAL";2
"1256";2020-04-20;"4218400-SC";"city";3;0;"True";"7081";"42.3669";0;"S";"ATUAL";2
"1257";2020-04-20;"4218707-SC";"city";33;2;"True";"105686";"31.22457";0,0606;"S";"ATUAL";2
"1258";2020-04-20;"4219002-SC";"city";3;1;"True";"21268";"14.1057";0,3333;"S";"ATUAL";2
"1259";2020-04-20;"4219200-SC";"city";1;0;"True";"6338";"15.77785";0;"S";"ATUAL";2
"1260";2020-04-20;"4219309-SC";"city";1;0;"True";"53065";"1.88448";0;"S";"ATUAL";2
"1261";2020-04-20;"4219705-SC";"city";1;0;"True";"28706";"3.48359";0;"S";"ATUAL";2
"1262";2020-04-20;"4300208-RS";"city";1;0;"True";"7024";"14.2369";0;"S";"ATUAL";2
"1263";2020-04-20;"4300406-RS";"city";1;0;"True";"73589";"1.3589";0;"S";"ATUAL";2
"1264";2020-04-20;"4300604-RS";"city";9;1;"True";"210305";"4.2795";0,1111;"S";"ATUAL";2
"1265";2020-04-20;"4300703-RS";"city";2;0;"True";"5981";"33.43922";0;"S";"ATUAL";2
"1266";2020-04-20;"4301008-RS";"city";1;0;"True";"20805";"4.80654";0;"S";"ATUAL";2
"1267";2020-04-20;"4301057-RS";"city";2;1;"True";"10065";"19.87084";0,5;"S";"ATUAL";2
"1268";2020-04-20;"4301107-RS";"city";3;0;"True";"14151";"21.19992";0;"S";"ATUAL";2
"1269";2020-04-20;"4301602-RS";"city";29;0;"True";"121143";"23.93865";0;"S";"ATUAL";2
"1270";2020-04-20;"4302105-RS";"city";14;0;"True";"120454";"11.62269";0;"S";"ATUAL";2
"1271";2020-04-20;"4302402-RS";"city";2;0;"True";"12328";"16.22323";0;"S";"ATUAL";2
"1272";2020-04-20;"4303004-RS";"city";2;0;"True";"82201";"2.43306";0;"S";"ATUAL";2
"1273";2020-04-20;"4303103-RS";"city";9;0;"True";"130293";"6.90751";0;"S";"ATUAL";2
"1274";2020-04-20;"4303509-RS";"city";0;0;"True";"66261";"1.50918";0;"S";"ATUAL";2
"1275";2020-04-20;"4303905-RS";"city";4;0;"True";"66712";"5.99592";0;"S";"ATUAL";2
"1276";2020-04-20;"4304200-RS";"city";1;0;"True";"31365";"3.18827";0;"S";"ATUAL";2
"1277";2020-04-20;"4304507-RS";"city";1;0;"True";"56045";"1.78428";0;"S";"ATUAL";2
"1278";2020-04-20;"4304606-RS";"city";19;1;"True";"346616";"5.48157";0,0526;"S";"ATUAL";2
"1279";2020-04-20;"4304630-RS";"city";6;0;"True";"53049";"11.3103";0;"S";"ATUAL";2
"1280";2020-04-20;"4304663-RS";"city";1;0;"True";"25354";"3.94415";0;"S";"ATUAL";2
"1281";2020-04-20;"4304705-RS";"city";1;0;"True";"62110";"1.61005";0;"S";"ATUAL";2
"1282";2020-04-20;"4304804-RS";"city";4;0;"True";"29833";"13.40797";0;"S";"ATUAL";2
"1283";2020-04-20;"4305108-RS";"city";44;0;"True";"510906";"8.61215";0;"S";"ATUAL";3
"1284";2020-04-20;"4305173-RS";"city";1;0;"True";"12239";"8.1706";0;"S";"ATUAL";2
"1285";2020-04-20;"4305306-RS";"city";1;0;"True";"9269";"10.78865";0;"S";"ATUAL";2
"1286";2020-04-20;"4305355-RS";"city";2;0;"True";"40789";"4.90328";0;"S";"ATUAL";2
"1287";2020-04-20;"4305454-RS";"city";2;1;"True";"16254";"12.30466";0,5;"S";"ATUAL";2
"1288";2020-04-20;"4306205-RS";"city";2;0;"True";"12348";"16.19695";0;"S";"ATUAL";2
"1289";2020-04-20;"4306403-RS";"city";2;0;"True";"32671";"6.12164";0;"S";"ATUAL";2
"1290";2020-04-20;"4306601-RS";"city";1;0;"True";"38461";"2.60004";0;"S";"ATUAL";2
"1291";2020-04-20;"4306767-RS";"city";1;0;"True";"41285";"2.42219";0;"S";"ATUAL";2
"1292";2020-04-20;"4306809-RS";"city";2;0;"True";"22706";"8.80824";0;"S";"ATUAL";2
"1293";2020-04-20;"4306908-RS";"city";2;1;"True";"25877";"7.72887";0,5;"S";"ATUAL";2
"1294";2020-04-20;"4307005-RS";"city";4;0;"True";"105862";"3.7785";0;"S";"ATUAL";2
"1295";2020-04-20;"4307500-RS";"city";1;0;"True";"15588";"6.41519";0;"S";"ATUAL";2
"1296";2020-04-20;"4307609-RS";"city";3;0;"True";"50022";"5.99736";0;"S";"ATUAL";2
"1297";2020-04-20;"4307708-RS";"city";5;0;"True";"83202";"6.00947";0;"S";"ATUAL";2
"1298";2020-04-20;"4307807-RS";"city";3;0;"True";"34116";"8.79353";0;"S";"ATUAL";2
"1299";2020-04-20;"4307906-RS";"city";7;0;"True";"72331";"9.67773";0;"S";"ATUAL";2
"1300";2020-04-20;"4308201-RS";"city";1;0;"True";"30745";"3.25256";0;"S";"ATUAL";2
"1301";2020-04-20;"4308607-RS";"city";4;0;"True";"35070";"11.40576";0;"S";"ATUAL";2
"1302";2020-04-20;"4309050-RS";"city";1;0;"True";"8098";"12.34873";0;"S";"ATUAL";2
"1303";2020-04-20;"4309209-RS";"city";15;0;"True";"281519";"5.32824";0;"S";"ATUAL";2
"1304";2020-04-20;"4309308-RS";"city";2;0;"True";"98143";"2.03784";0;"S";"ATUAL";2
"1305";2020-04-20;"4309555-RS";"city";5;0;"True";"4866";"102.7538";0;"S";"ATUAL";2
"1306";2020-04-20;"4309951-RS";"city";1;0;"True";"4013";"24.91901";0;"S";"ATUAL";2
"1307";2020-04-20;"4310330-RS";"city";1;0;"True";"22800";"4.38596";0;"S";"ATUAL";2
"1308";2020-04-20;"4310801-RS";"city";4;1;"True";"24293";"16.46565";0,25;"S";"ATUAL";2
"1309";2020-04-20;"4311403-RS";"city";26;0;"True";"84014";"30.94722";0;"S";"ATUAL";2
"1310";2020-04-20;"4311809-RS";"city";22;1;"True";"44161";"49.81771";0,0455;"S";"ATUAL";2
"1311";2020-04-20;"4312252-RS";"city";2;0;"True";"8075";"24.7678";0;"S";"ATUAL";2
"1312";2020-04-20;"4312401-RS";"city";3;0;"True";"65264";"4.59671";0;"S";"ATUAL";2
"1313";2020-04-20;"4312609-RS";"city";1;0;"True";"4954";"20.18571";0;"S";"ATUAL";2
"1314";2020-04-20;"4312658-RS";"city";3;0;"True";"17624";"17.02224";0;"S";"ATUAL";2
"1315";2020-04-20;"4312674-RS";"city";1;0;"True";"1682";"59.45303";0;"S";"ATUAL";2
"1316";2020-04-20;"4313102-RS";"city";1;0;"True";"6512";"15.35627";0;"S";"ATUAL";2
"1317";2020-04-20;"4313409-RS";"city";26;2;"True";"246748";"10.53707";0,0769;"S";"ATUAL";2
"1318";2020-04-20;"4313508-RS";"city";2;0;"True";"45994";"4.34839";0;"S";"ATUAL";2
"1319";2020-04-20;"4314001-RS";"city";2;0;"True";"7657";"26.11989";0;"S";"ATUAL";2
"1320";2020-04-20;"4314035-RS";"city";1;0;"True";"3837";"26.06203";0;"S";"ATUAL";2
"1321";2020-04-20;"4314100-RS";"city";43;4;"True";"203275";"21.15361";0,093;"S";"ATUAL";3
"1322";2020-04-20;"4314407-RS";"city";12;0;"True";"342405";"3.50462";0;"S";"ATUAL";2
"1323";2020-04-20;"4314605-RS";"city";1;0;"True";"20663";"4.83957";0;"S";"ATUAL";2
"1324";2020-04-20;"4314902-RS";"city";390;10;"True";"1483771";"26.28438";0,0256;"S";"ATUAL";1
"1325";2020-04-20;"4315602-RS";"city";4;0;"True";"211005";"1.89569";0;"S";"ATUAL";2
"1326";2020-04-20;"4315701-RS";"city";1;0;"True";"38275";"2.61267";0;"S";"ATUAL";2
"1327";2020-04-20;"4316006-RS";"city";1;0;"True";"21349";"4.68406";0;"S";"ATUAL";2
"1328";2020-04-20;"4316600-RS";"city";2;0;"True";"16270";"12.29256";0;"S";"ATUAL";2
"1329";2020-04-20;"4316808-RS";"city";1;0;"True";"130416";"0.76678";0;"S";"ATUAL";2
"1330";2020-04-20;"4316907-RS";"city";18;0;"True";"282123";"6.3802";0;"S";"ATUAL";2
"1331";2020-04-20;"4317103-RS";"city";7;0;"True";"77027";"9.08772";0;"S";"ATUAL";2
"1332";2020-04-20;"4317202-RS";"city";4;0;"True";"73254";"5.46045";0;"S";"ATUAL";2
"1333";2020-04-20;"4317400-RS";"city";1;0;"True";"49425";"2.02327";0;"S";"ATUAL";2
"1334";2020-04-20;"4317608-RS";"city";2;0;"True";"42894";"4.66266";0;"S";"ATUAL";2
"1335";2020-04-20;"4317905-RS";"city";1;0;"True";"14257";"7.0141";0;"S";"ATUAL";2
"1336";2020-04-20;"4318051-RS";"city";3;0;"True";"3074";"97.59271";0;"S";"ATUAL";2
"1337";2020-04-20;"4318309-RS";"city";1;0;"True";"62105";"1.61018";0;"S";"ATUAL";2
"1338";2020-04-20;"4318440-RS";"city";2;0;"True";"2824";"70.82153";0;"S";"ATUAL";2
"1339";2020-04-20;"4318705-RS";"city";21;1;"True";"236835";"8.86693";0,0476;"S";"ATUAL";2
"1340";2020-04-20;"4318804-RS";"city";1;0;"True";"43582";"2.29453";0;"S";"ATUAL";2
"1341";2020-04-20;"4319505-RS";"city";2;0;"True";"25685";"7.78665";0;"S";"ATUAL";2
"1342";2020-04-20;"4319901-RS";"city";2;0;"True";"81734";"2.44696";0;"S";"ATUAL";2
"1343";2020-04-20;"4320008-RS";"city";5;0;"True";"141075";"3.54421";0;"S";"ATUAL";2
"1344";2020-04-20;"4320107-RS";"city";1;0;"True";"24489";"4.08347";0;"S";"ATUAL";2
"1345";2020-04-20;"4320404-RS";"city";7;1;"True";"17502";"39.99543";0,1429;"S";"ATUAL";2
"1346";2020-04-20;"4320800-RS";"city";1;0;"True";"31002";"3.2256";0;"S";"ATUAL";2
"1347";2020-04-20;"4320859-RS";"city";4;0;"True";"4719";"84.76372";0;"S";"ATUAL";2
"1348";2020-04-20;"4321204-RS";"city";1;0;"True";"57466";"1.74016";0;"S";"ATUAL";2
"1349";2020-04-20;"4321303-RS";"city";5;0;"True";"26862";"18.61365";0;"S";"ATUAL";2
"1350";2020-04-20;"4321451-RS";"city";1;0;"True";"33232";"3.00915";0;"S";"ATUAL";2
"1351";2020-04-20;"4321469-RS";"city";1;1;"True";"3030";"33.0033";1;"S";"ATUAL";2
"1352";2020-04-20;"4321501-RS";"city";9;0;"True";"38732";"23.2366";0;"S";"ATUAL";2
"1353";2020-04-20;"4321600-RS";"city";1;0;"True";"51715";"1.93367";0;"S";"ATUAL";2
"1354";2020-04-20;"4322251-RS";"city";1;0;"True";"4855";"20.59732";0;"S";"ATUAL";2
"1355";2020-04-20;"4322400-RS";"city";3;0;"True";"126970";"2.36276";0;"S";"ATUAL";2
"1356";2020-04-20;"4322509-RS";"city";3;1;"True";"66218";"4.53049";0,3333;"S";"ATUAL";2
"1357";2020-04-20;"4322608-RS";"city";3;0;"True";"71554";"4.19264";0;"S";"ATUAL";2
"1358";2020-04-20;"4322806-RS";"city";1;0;"True";"26241";"3.81083";0;"S";"ATUAL";2
"1359";2020-04-20;"4323002-RS";"city";17;0;"True";"255224";"6.66082";0;"S";"ATUAL";2
"1360";2020-04-20;"4323408-RS";"city";1;0;"True";"4358";"22.94631";0;"S";"ATUAL";2
"1361";2020-04-20;"5000252-MS";"city";1;0;"True";"5343";"18.71608";0;"S";"ATUAL";2
"1362";2020-04-20;"5001904-MS";"city";1;0;"True";"23024";"4.34329";0;"S";"ATUAL";2
"1363";2020-04-20;"5002001-MS";"city";6;2;"True";"11329";"52.96143";0,3333;"S";"ATUAL";2
"1364";2020-04-20;"5002704-MS";"city";89;2;"True";"895982";"9.93324";0,0225;"S";"ATUAL";3
"1365";2020-04-20;"5002951-MS";"city";8;0;"True";"25218";"31.72337";0;"S";"ATUAL";2
"1366";2020-04-20;"5003207-MS";"city";2;0;"True";"111435";"1.79477";0;"S";"ATUAL";2
"1367";2020-04-20;"5003306-MS";"city";1;0;"True";"33543";"2.98125";0;"S";"ATUAL";2
"1368";2020-04-20;"5003702-MS";"city";11;0;"True";"222949";"4.93386";0;"S";"ATUAL";2
"1369";2020-04-20;"5005202-MS";"city";1;0;"True";"23331";"4.28614";0;"S";"ATUAL";2
"1370";2020-04-20;"5005608-MS";"city";1;0;"True";"28013";"3.56977";0;"S";"ATUAL";2
"1371";2020-04-20;"5005681-MS";"city";2;0;"True";"18366";"10.88969";0;"S";"ATUAL";2
"1372";2020-04-20;"5005707-MS";"city";1;0;"True";"54878";"1.82222";0;"S";"ATUAL";2
"1373";2020-04-20;"5006200-MS";"city";11;0;"True";"54374";"20.23026";0;"S";"ATUAL";2
"1374";2020-04-20;"5006275-MS";"city";1;0;"True";"5555";"18.0018";0;"S";"ATUAL";2
"1375";2020-04-20;"5006309-MS";"city";2;0;"True";"42148";"4.74518";0;"S";"ATUAL";2
"1376";2020-04-20;"5006606-MS";"city";1;0;"True";"92526";"1.08078";0;"S";"ATUAL";2
"1377";2020-04-20;"5007406-MS";"city";1;0;"True";"19746";"5.06432";0;"S";"ATUAL";2
"1378";2020-04-20;"5007802-MS";"city";1;0;"True";"6529";"15.31628";0;"S";"ATUAL";2
"1379";2020-04-20;"5007901-MS";"city";1;0;"True";"57665";"1.73415";0;"S";"ATUAL";2
"1380";2020-04-20;"5007935-MS";"city";11;0;"True";"19274";"57.0717";0;"S";"ATUAL";2
"1381";2020-04-20;"5008305-MS";"city";18;1;"True";"121388";"14.82848";0,0556;"S";"ATUAL";2
"1382";2020-04-20;"5100250-MT";"city";1;0;"True";"51782";"1.93117";0;"S";"ATUAL";2
"1383";2020-04-20;"5101407-MT";"city";2;1;"True";"22354";"8.94694";0,5;"S";"ATUAL";2
"1384";2020-04-20;"5101803-MT";"city";3;1;"True";"61012";"4.91707";0,3333;"S";"ATUAL";2
"1385";2020-04-20;"5102504-MT";"city";4;1;"True";"94376";"4.23837";0,25;"S";"ATUAL";2
"1386";2020-04-20;"5102637-MT";"city";1;0;"True";"35360";"2.82805";0;"S";"ATUAL";2
"1387";2020-04-20;"5102702-MT";"city";1;0;"True";"21579";"4.63414";0;"S";"ATUAL";2
"1388";2020-04-20;"5103007-MT";"city";0;0;"True";"19752";"5.06278";0;"S";"ATUAL";2
"1389";2020-04-20;"5103361-MT";"city";1;0;"True";"4038";"24.76474";0;"S";"ATUAL";2
"1390";2020-04-20;"5103403-MT";"city";96;1;"True";"612547";"15.67227";0,0104;"S";"ATUAL";3
"1391";2020-04-20;"5104526-MT";"city";1;0;"True";"7667";"13.04291";0;"S";"ATUAL";2
"1392";2020-04-20;"5105234-MT";"city";1;0;"True";"6121";"16.3372";0;"S";"ATUAL";2
"1393";2020-04-20;"5105259-MT";"city";1;1;"True";"65534";"1.52593";1;"S";"ATUAL";2
"1394";2020-04-20;"5105507-MT";"city";1;0;"True";"16128";"6.2004";0;"S";"ATUAL";2
"1395";2020-04-20;"5105622-MT";"city";1;0;"True";"27739";"3.60503";0;"S";"ATUAL";2
"1396";2020-04-20;"5106224-MT";"city";1;0;"True";"45378";"2.20371";0;"S";"ATUAL";2
"1397";2020-04-20;"5106752-MT";"city";1;0;"True";"45436";"2.2009";0;"S";"ATUAL";2
"1398";2020-04-20;"5107040-MT";"city";4;0;"True";"62019";"6.44964";0;"S";"ATUAL";2
"1399";2020-04-20;"5107107-MT";"city";4;0;"True";"18906";"21.1573";0;"S";"ATUAL";2
"1400";2020-04-20;"5107602-MT";"city";24;1;"True";"232491";"10.32298";0,0417;"S";"ATUAL";2
"1401";2020-04-20;"5107909-MT";"city";13;0;"True";"142996";"9.09116";0;"S";"ATUAL";2
"1402";2020-04-20;"5107958-MT";"city";5;0;"True";"103750";"4.81928";0;"S";"ATUAL";2
"1403";2020-04-20;"5108303-MT";"city";1;0;"True";"3525";"28.36879";0;"S";"ATUAL";2
"1404";2020-04-20;"5108402-MT";"city";9;0;"True";"284971";"3.15822";0;"S";"ATUAL";2
"1405";2020-04-20;"5108956-MT";"city";1;0;"True";"9178";"10.89562";0;"S";"ATUAL";2
"1406";2020-04-20;"5200258-GO";"city";2;0;"True";"212440";"0.94144";0;"S";"ATUAL";2
"1407";2020-04-20;"5200506-GO";"city";1;0;"True";"1995";"50.12531";0;"S";"ATUAL";2
"1408";2020-04-20;"5201108-GO";"city";30;0;"True";"386923";"7.75348";0;"S";"ATUAL";2
"1409";2020-04-20;"5201207-GO";"city";1;0;"True";"1149";"87.0322";0;"S";"ATUAL";2
"1410";2020-04-20;"5201405-GO";"city";12;1;"True";"578179";"2.07548";0,0833;"S";"ATUAL";2
"1411";2020-04-20;"5201801-GO";"city";1;0;"True";"10308";"9.7012";0;"S";"ATUAL";2
"1412";2020-04-20;"5203302-GO";"city";1;0;"True";"29975";"3.33611";0;"S";"ATUAL";2
"1413";2020-04-20;"5203500-GO";"city";1;0;"True";"25216";"3.96574";0;"S";"ATUAL";2
"1414";2020-04-20;"5204508-GO";"city";1;0;"True";"91162";"1.09695";0;"S";"ATUAL";2
"1415";2020-04-20;"5204607-GO";"city";1;0;"True";"3630";"27.54821";0;"S";"ATUAL";2
"1416";2020-04-20;"5205000-GO";"city";1;0;"True";"10082";"9.91867";0;"S";"ATUAL";2
"1417";2020-04-20;"5205109-GO";"city";1;0;"True";"108823";"0.91892";0;"S";"ATUAL";2
"1418";2020-04-20;"5205406-GO";"city";2;0;"True";"22191";"9.01266";0;"S";"ATUAL";2
"1419";2020-04-20;"5205497-GO";"city";2;0;"True";"71376";"2.80206";0;"S";"ATUAL";2
"1420";2020-04-20;"5207535-GO";"city";1;0;"True";"6627";"15.08978";0;"S";"ATUAL";2
"1421";2020-04-20;"5208004-GO";"city";3;0;"True";"121617";"2.46676";0;"S";"ATUAL";2
"1422";2020-04-20;"5208509-GO";"city";1;1;"True";"5600";"17.85714";1;"S";"ATUAL";2
"1423";2020-04-20;"5208608-GO";"city";22;0;"True";"70084";"31.3909";0;"S";"ATUAL";2
"1424";2020-04-20;"5208707-GO";"city";231;10;"True";"1516113";"15.23633";0,0433;"S";"ATUAL";1
"1425";2020-04-20;"5208806-GO";"city";1;0;"True";"44289";"2.2579";0;"S";"ATUAL";2
"1426";2020-04-20;"5209101-GO";"city";1;0;"True";"34095";"2.93298";0;"S";"ATUAL";2
"1427";2020-04-20;"5209200-GO";"city";1;0;"True";"14209";"7.03779";0;"S";"ATUAL";2
"1428";2020-04-20;"5209705-GO";"city";0;0;"True";"21706";"4.60702";0;"S";"ATUAL";2
"1429";2020-04-20;"5210000-GO";"city";1;0;"True";"52866";"1.89157";0;"S";"ATUAL";2
"1430";2020-04-20;"5210604-GO";"city";2;0;"True";"5237";"38.1898";0;"S";"ATUAL";2
"1431";2020-04-20;"5211503-GO";"city";8;0;"True";"104742";"7.63781";0;"S";"ATUAL";2
"1432";2020-04-20;"5211909-GO";"city";4;0;"True";"100882";"3.96503";0;"S";"ATUAL";2
"1433";2020-04-20;"5212501-GO";"city";10;2;"True";"208299";"4.80079";0,2;"S";"ATUAL";2
"1434";2020-04-20;"5213756-GO";"city";1;0;"True";"13396";"7.46491";0;"S";"ATUAL";2
"1435";2020-04-20;"5213806-GO";"city";0;0;"True";"46136";"2.1675";0;"S";"ATUAL";2
"1436";2020-04-20;"5214507-GO";"city";1;0;"True";"29850";"3.35008";0;"S";"ATUAL";2
"1437";2020-04-20;"5214861-GO";"city";1;0;"True";"8164";"12.2489";0;"S";"ATUAL";2
"1438";2020-04-20;"5215009-GO";"city";1;0;"True";"9853";"10.14919";0;"S";"ATUAL";2
"1439";2020-04-20;"5216304-GO";"city";1;0;"True";"10057";"9.94332";0;"S";"ATUAL";2
"1440";2020-04-20;"5216403-GO";"city";1;1;"True";"10988";"9.10084";1;"S";"ATUAL";2
"1441";2020-04-20;"5217302-GO";"city";0;0;"True";"24908";"4.01477";0;"S";"ATUAL";2
"1442";2020-04-20;"5217401-GO";"city";3;1;"True";"31458";"9.53652";0,3333;"S";"ATUAL";2
"1443";2020-04-20;"5218391-GO";"city";5;0;"True";"3223";"155.13497";0;"S";"ATUAL";2
"1444";2020-04-20;"5218607-GO";"city";4;0;"True";"10918";"36.63675";0;"S";"ATUAL";2
"1445";2020-04-20;"5218805-GO";"city";13;1;"True";"235647";"5.51673";0,0769;"S";"ATUAL";2
"1446";2020-04-20;"5219753-GO";"city";1;0;"True";"74744";"1.3379";0;"S";"ATUAL";2
"1447";2020-04-20;"5220108-GO";"city";2;0;"True";"33817";"5.91419";0;"S";"ATUAL";2
"1448";2020-04-20;"5220454-GO";"city";2;0;"True";"115371";"1.73354";0;"S";"ATUAL";2
"1449";2020-04-20;"5220603-GO";"city";1;0;"True";"20695";"4.83209";0;"S";"ATUAL";2
"1450";2020-04-20;"5221403-GO";"city";5;0;"True";"127599";"3.91853";0;"S";"ATUAL";2
"1451";2020-04-20;"5221601-GO";"city";0;0;"True";"40532";"2.46719";0;"S";"ATUAL";2
"1452";2020-04-20;"5221858-GO";"city";7;1;"True";"168468";"4.15509";0,1429;"S";"ATUAL";2
"1453";2020-04-20;"5222005-GO";"city";1;0;"True";"13863";"7.21345";0;"S";"ATUAL";2
"1454";2020-04-20;"5300108-DF";"city";783;24;"True";"3015268";"25.96784";0,0307;"S";"ATUAL";4
